B	0.981751 00:00:00.9817510
P	240.93066 00:04:00.9306600
L	241.071175 00:04:01.0711750
I	241.071175 00:04:01.0711750
P	241.21169 00:04:01.2116900
P	241.21169 00:04:01.2116900
L	241.354237 00:04:01.3542370
I	241.354237 00:04:01.3542370
L	241.498815 00:04:01.4988150
I	241.498815 00:04:01.4988150
N	241.801099 00:04:01.8010990
G	241.801099 00:04:01.8010990
P	242.392806 00:04:02.3928060
P	242.392806 00:04:02.3928060
N	242.686205 00:04:02.6862050
I	242.686205 00:04:02.6862050
P	242.830783 00:04:02.8307830
P	242.830783 00:04:02.8307830
N	242.972356 00:04:02.9723560
G	242.972356 00:04:02.9723560
L	243.110925 00:04:03.1109250
I	243.110925 00:04:03.1109250
N	243.259808 00:04:03.2598080
G	243.259808 00:04:03.2598080
P	243.400323 00:04:03.4003230
P	243.400323 00:04:03.4003230
L	243.540838 00:04:03.5408380
I	243.540838 00:04:03.5408380
N	243.685538 00:04:03.6855380
G	243.685538 00:04:03.6855380
N	243.834421 00:04:03.8344210
G	243.834421 00:04:03.8344210
P	244.129987 00:04:04.1299870
P	244.129987 00:04:04.1299870
P	244.721411 00:04:04.7214110
P	244.721411 00:04:04.7214110
N	245.010567 00:04:05.0105670
I	245.010567 00:04:05.0105670
P	245.161701 00:04:05.1617010
P	245.161701 00:04:05.1617010
N	245.307035 00:04:05.3070350
G	245.307035 00:04:05.3070350
L	245.44657 00:04:05.4465700
I	245.44657 00:04:05.4465700
N	245.586105 00:04:05.5861050
G	245.586105 00:04:05.5861050
P	245.730683 00:04:05.7306830
P	245.730683 00:04:05.7306830
L	245.875262 00:04:05.8752620
I	245.875262 00:04:05.8752620
L	246.026395 00:04:06.0263950
I	246.026395 00:04:06.0263950
P	246.177529 00:04:06.1775290
P	246.177529 00:04:06.1775290
N	246.322107 00:04:06.3221070
G	246.322107 00:04:06.3221070
N	246.466685 00:04:06.4666850
G	246.466685 00:04:06.4666850
P	246.620718 00:04:06.6207180
P	246.620718 00:04:06.6207180
P	246.784206 00:04:06.7842060
P	246.784206 00:04:06.7842060
P	248.485932 00:04:08.4859320
J	248.485932 00:04:08.4859320
P	248.567676 00:04:08.5676760
P	248.567676 00:04:08.5676760
P	248.710193 00:04:08.7101930
P	248.710193 00:04:08.7101930
P	248.85026 00:04:08.8502600
P	248.85026 00:04:08.8502600
P	248.987874 00:04:08.9878740
P	248.987874 00:04:08.9878740
P	249.125489 00:04:09.1254890
P	249.125489 00:04:09.1254890
P	249.264057 00:04:09.2640570
P	249.264057 00:04:09.2640570
P	249.402626 00:04:09.4026260
P	249.402626 00:04:09.4026260
O	249.54368 00:04:09.5436800
N	249.54368 00:04:09.5436800
P	249.687221 00:04:09.6872210
N	249.687221 00:04:09.6872210
N	249.687221 00:04:09.6872210
I	249.687221 00:04:09.6872210
P	249.977703 00:04:09.9777030
P	249.977703 00:04:09.9777030
N	249.977703 00:04:09.9777030
O	250.530069 00:04:10.5300690
N	250.530069 00:04:10.5300690
E	250.530069 00:04:10.5300690
E	250.530069 00:04:10.5300690
I	250.967156 00:04:10.9671560
N	250.967156 00:04:10.9671560
L	251.107222 00:04:11.1072220
I	251.107222 00:04:11.1072220
N	251.244837 00:04:11.2448370
G	251.244837 00:04:11.2448370
L	251.382451 00:04:11.3824510
I	251.382451 00:04:11.3824510
P	251.52102 00:04:11.5210200
P	251.52102 00:04:11.5210200
N	251.659588 00:04:11.6595880
G	251.659588 00:04:11.6595880
N	251.800642 00:04:11.8006420
O	251.800642 00:04:11.8006420
P	251.944183 00:04:11.9441830
P	251.944183 00:04:11.9441830
P	252.236315 00:04:12.2363150
N	252.236315 00:04:12.2363150
N	252.236315 00:04:12.2363150
I	252.236315 00:04:12.2363150
N	252.788681 00:04:12.7886810
G	252.788681 00:04:12.7886810
N	252.788681 00:04:12.7886810
I	252.788681 00:04:12.7886810
N	253.08325 00:04:13.0832500
I	253.08325 00:04:13.0832500
O	253.225768 00:04:13.2257680
N	253.225768 00:04:13.2257680
O	253.365834 00:04:13.3658340
N	253.365834 00:04:13.3658340
N	253.503449 00:04:13.5034490
G	253.503449 00:04:13.5034490
L	253.641064 00:04:13.6410640
I	253.641064 00:04:13.6410640
L	253.779632 00:04:13.7796320
I	253.779632 00:04:13.7796320
P	253.9182 00:04:13.9182000
P	253.9182 00:04:13.9182000
N	254.059255 00:04:14.0592550
G	254.059255 00:04:14.0592550
L	254.202795 00:04:14.2027950
I	254.202795 00:04:14.2027950
L	254.351011 00:04:14.3510110
I	254.351011 00:04:14.3510110
P	254.498759 00:04:14.4987590
P	254.498759 00:04:14.4987590
P	254.645289 00:04:14.6452890
P	254.645289 00:04:14.6452890
N	254.790543 00:04:14.7905430
G	254.790543 00:04:14.7905430
P	254.934542 00:04:14.9345420
P	254.934542 00:04:14.9345420
L	255.077469 00:04:15.0774690
I	255.077469 00:04:15.0774690
N	255.21918 00:04:15.2191800
G	255.21918 00:04:15.2191800
L	255.359434 00:04:15.3594340
I	255.359434 00:04:15.3594340
P	255.496869 00:04:15.4968690
P	255.496869 00:04:15.4968690
P	255.63077 00:04:15.6307700
P	255.63077 00:04:15.6307700
P	255.76132 00:04:15.7613200
P	255.76132 00:04:15.7613200
N	255.888762 00:04:15.8887620
G	255.888762 00:04:15.8887620
L	256.017517 00:04:16.0175170
I	256.017517 00:04:16.0175170
N	256.146273 00:04:16.1462730
G	256.146273 00:04:16.1462730
P	256.275028 00:04:16.2750280
P	256.275028 00:04:16.2750280
P	256.403783 00:04:16.4037830
P	256.403783 00:04:16.4037830
L	256.648681 00:04:16.6486810
I	256.648681 00:04:16.6486810
J	256.908885 00:04:16.9088850
P	256.908885 00:04:16.9088850
P	257.153783 00:04:17.1537830
P	257.153783 00:04:17.1537830
P	257.398681 00:04:17.3986810
P	257.398681 00:04:17.3986810
P	257.516098 00:04:17.5160980
P	257.516098 00:04:17.5160980
P	257.633515 00:04:17.6335150
P	257.633515 00:04:17.6335150
L	257.756736 00:04:17.7567360
I	257.756736 00:04:17.7567360
N	257.891568 00:04:17.8915680
G	257.891568 00:04:17.8915680
L	258.134975 00:04:18.1349750
I	258.134975 00:04:18.1349750
L	258.391166 00:04:18.3911660
I	258.391166 00:04:18.3911660
L	258.636064 00:04:18.6360640
I	258.636064 00:04:18.6360640
J	258.896268 00:04:18.8962680
P	258.896268 00:04:18.8962680
P	259.138203 00:04:19.1382030
P	259.138203 00:04:19.1382030
L	259.380139 00:04:19.3801390
I	259.380139 00:04:19.3801390
P	259.498951 00:04:19.4989510
P	259.498951 00:04:19.4989510
P	259.617763 00:04:19.6177630
P	259.617763 00:04:19.6177630
N	259.741915 00:04:19.7419150
G	259.741915 00:04:19.7419150
L	259.876746 00:04:19.8767460
I	259.876746 00:04:19.8767460
N	260.120154 00:04:20.1201540
G	260.120154 00:04:20.1201540
P	260.363561 00:04:20.3635610
P	260.363561 00:04:20.3635610
N	260.611495 00:04:20.6114950
O	260.611495 00:04:20.6114950
O	260.872711 00:04:20.8727110
N	260.872711 00:04:20.8727110
P	261.117609 00:04:21.1176090
P	261.117609 00:04:21.1176090
L	261.362507 00:04:21.3625070
I	261.362507 00:04:21.3625070
N	261.484956 00:04:21.4849560
G	261.484956 00:04:21.4849560
L	261.607405 00:04:21.6074050
I	261.607405 00:04:21.6074050
P	261.733982 00:04:21.7339820
P	261.733982 00:04:21.7339820
N	261.868813 00:04:21.8688130
G	261.868813 00:04:21.8688130
L	262.112221 00:04:22.1122210
I	262.112221 00:04:22.1122210
L	262.355628 00:04:22.3556280
O	262.355628 00:04:22.3556280
P	262.479595 00:04:22.4795950
P	262.479595 00:04:22.4795950
P	262.603562 00:04:22.6035620
P	262.603562 00:04:22.6035620
L	262.731151 00:04:22.7311510
I	262.731151 00:04:22.7311510
P	262.865982 00:04:22.8659820
P	262.865982 00:04:22.8659820
N	263.123493 00:04:23.1234930
G	263.123493 00:04:23.1234930
N	263.384384 00:04:23.3843840
G	263.384384 00:04:23.3843840
L	263.643564 00:04:23.6435640
I	263.643564 00:04:23.6435640
N	263.643564 00:04:23.6435640
N	263.643564 00:04:23.6435640
F	263.902743 00:04:23.9027430
I	263.902743 00:04:23.9027430
N	263.902743 00:04:23.9027430
N	263.902743 00:04:23.9027430
I	264.161923 00:04:24.1619230
N	264.161923 00:04:24.1619230
P	264.291512 00:04:24.2915120
P	264.291512 00:04:24.2915120
L	264.421102 00:04:24.4211020
I	264.421102 00:04:24.4211020
O	264.666 00:04:24.6660000
N	264.666 00:04:24.6660000
N	264.926204 00:04:24.9262040
B	264.926204 00:04:24.9262040
P	265.178836 00:04:25.1788360
P	265.178836 00:04:25.1788360
N	265.431467 00:04:25.4314670
G	265.431467 00:04:25.4314670
P	265.552435 00:04:25.5524350
P	265.552435 00:04:25.5524350
L	265.673403 00:04:25.6734030
I	265.673403 00:04:25.6734030
N	265.798992 00:04:25.7989920
G	265.798992 00:04:25.7989920
P	265.933823 00:04:25.9338230
P	265.933823 00:04:25.9338230
L	266.181757 00:04:26.1817570
I	266.181757 00:04:26.1817570
N	266.439456 00:04:26.4394560
O	266.439456 00:04:26.4394560
O	266.690502 00:04:26.6905020
N	266.690502 00:04:26.6905020
N	266.952756 00:04:26.9527560
B	266.952756 00:04:26.9527560
P	267.203802 00:04:27.2038020
P	267.203802 00:04:27.2038020
P	267.454848 00:04:27.4548480
P	267.454848 00:04:27.4548480
N	267.575815 00:04:27.5758150
G	267.575815 00:04:27.5758150
L	267.696783 00:04:27.6967830
I	267.696783 00:04:27.6967830
N	267.822372 00:04:27.8223720
G	267.822372 00:04:27.8223720
P	267.957204 00:04:27.9572040
P	267.957204 00:04:27.9572040
P	268.206684 00:04:28.2066840
P	268.206684 00:04:28.2066840
P	268.456164 00:04:28.4561640
P	268.456164 00:04:28.4561640
L	268.710401 00:04:28.7104010
I	268.710401 00:04:28.7104010
J	268.973718 00:04:28.9737180
P	268.973718 00:04:28.9737180
L	269.224764 00:04:29.2247640
I	269.224764 00:04:29.2247640
P	269.47581 00:04:29.4758100
P	269.47581 00:04:29.4758100
N	269.596051 00:04:29.5960510
G	269.596051 00:04:29.5960510
L	269.716291 00:04:29.7162910
I	269.716291 00:04:29.7162910
N	269.841396 00:04:29.8413960
G	269.841396 00:04:29.8413960
P	269.976227 00:04:29.9762270
P	269.976227 00:04:29.9762270
P	270.227273 00:04:30.2272730
P	270.227273 00:04:30.2272730
O	270.495044 00:04:30.4950440
N	270.495044 00:04:30.4950440
P	270.623799 00:04:30.6237990
P	270.623799 00:04:30.6237990
L	270.752554 00:04:30.7525540
I	270.752554 00:04:30.7525540
N	270.880802 00:04:30.8808020
G	270.880802 00:04:30.8808020
L	271.008733 00:04:31.0087330
I	271.008733 00:04:31.0087330
N	271.13636 00:04:31.1363600
G	271.13636 00:04:31.1363600
L	271.263479 00:04:31.2634790
I	271.263479 00:04:31.2634790
N	271.390598 00:04:31.3905980
G	271.390598 00:04:31.3905980
P	271.516934 00:04:31.5169340
P	271.516934 00:04:31.5169340
N	271.771614 00:04:31.7716140
P	271.771614 00:04:31.7716140
O	271.771614 00:04:31.7716140
P	272.032141 00:04:32.0321410
P	272.032141 00:04:32.0321410
N	272.032141 00:04:32.0321410
E	272.298984 00:04:32.2989840
F	272.298984 00:04:32.2989840
I	272.298984 00:04:32.2989840
P	272.572264 00:04:32.5722640
P	272.572264 00:04:32.5722640
N	272.572264 00:04:32.5722640
N	273.126537 00:04:33.1265370
E	273.126537 00:04:33.1265370
I	273.126537 00:04:33.1265370
N	273.126537 00:04:33.1265370
E	273.975754 00:04:33.9757540
I	273.975754 00:04:33.9757540
N	273.975754 00:04:33.9757540
E	273.975754 00:04:33.9757540
I	274.033115 00:04:34.0331150
N	274.033115 00:04:34.0331150
G	274.033115 00:04:34.0331150
N	274.033115 00:04:34.0331150
G	274.306197 00:04:34.3061970
N	274.306197 00:04:34.3061970
E	274.306197 00:04:34.3061970
I	274.306197 00:04:34.3061970
N	274.362908 00:04:34.3629080
P	274.362908 00:04:34.3629080
N	274.362908 00:04:34.3629080
G	274.362908 00:04:34.3629080
L	274.635081 00:04:34.6350810
I	274.635081 00:04:34.6350810
N	274.635081 00:04:34.6350810
E	274.635081 00:04:34.6350810
C	274.691472 00:04:34.6914720
I	274.691472 00:04:34.6914720
N	274.691472 00:04:34.6914720
G	274.691472 00:04:34.6914720
P	274.960357 00:04:34.9603570
P	274.960357 00:04:34.9603570
L	274.960357 00:04:34.9603570
I	274.960357 00:04:34.9603570
L	275.013459 00:04:35.0134590
I	275.013459 00:04:35.0134590
N	275.013459 00:04:35.0134590
I	275.013459 00:04:35.0134590
P	275.279282 00:04:35.2792820
C	275.279282 00:04:35.2792820
H	275.279282 00:04:35.2792820
H	275.279282 00:04:35.2792820
I	275.332663 00:04:35.3326630
P	275.332663 00:04:35.3326630
O	275.332663 00:04:35.3326630
N	275.332663 00:04:35.3326630
N	275.598485 00:04:35.5984850
I	275.598485 00:04:35.5984850
N	275.598485 00:04:35.5984850
G	275.598485 00:04:35.5984850
O	275.652734 00:04:35.6527340
N	275.652734 00:04:35.6527340
G	275.652734 00:04:35.6527340
N	275.652734 00:04:35.6527340
G	275.933483 00:04:35.9334830
N	275.933483 00:04:35.9334830
L	275.933483 00:04:35.9334830
I	275.933483 00:04:35.9334830
N	275.992539 00:04:35.9925390
B	275.992539 00:04:35.9925390
I	275.992539 00:04:35.9925390
N	275.992539 00:04:35.9925390
H	276.322209 00:04:36.3222090
G	276.322209 00:04:36.3222090
N	276.322209 00:04:36.3222090
E	276.322209 00:04:36.3222090
I	276.369305 00:04:36.3693050
N	276.369305 00:04:36.3693050
G	276.369305 00:04:36.3693050
N	276.369305 00:04:36.3693050
I	276.72792 00:04:36.7279200
L	276.72792 00:04:36.7279200
N	276.72792 00:04:36.7279200
G	276.72792 00:04:36.7279200
O	277.076227 00:04:37.0762270
N	277.076227 00:04:37.0762270
N	277.076227 00:04:37.0762270
I	277.076227 00:04:37.0762270
O	277.494345 00:04:37.4943450
L	277.494345 00:04:37.4943450
O	277.494345 00:04:37.4943450
N	277.494345 00:04:37.4943450
